Eigvals	32
0.544767631151	0.119420959945	0.0649859211866	0.0502178017435	0.0377121783718	0.0229180147339	0.0157604557531	0.0105894991601	0.00863008460551	0.00693869567947	0.00435026580783	0.00304261554983	0.00274535711445	0.00229874654255	0.00195708067926	0.00103280146857	0.000550125832595	0.000215731587305	3.71946329454e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	32
0.606529862542	0.132960136172	0.0723536047124	0.055911171382	0.0419877412974	0.0255163110497	0.0175472743146	0.0117900681	0.00960850779339	0.00772536012794	0.00484347081502	0.00338756762642	0.00305660795179	0.00255936356116	0.00217896183161	0.00114989382068	0.000612495542217	0.000240189839689	4.14115199172e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	32	32
s8r1	0.136476009009	0.0388700669834	-0.0206570588063	0.0373350630412	-0.040664368003	0.00763633504639	-0.0320149011941	0.00246241743164	-0.013080185827	0.0119422315578	0.00691690966797	-0.00699666064562	-0.000554372640898	-0.000700814739107	-0.00659547668242	-0.00750321860241	-0.000542693223643	0.0036534613189	0.00383215749045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s3r1	-0.0370099391054	-0.0489187676255	-0.0430726152369	-0.0484391943166	-0.0247399157827	-0.039557478478	-0.00471276058021	0.00933284849108	0.0182480470786	0.00815539975519	0.0225601047873	-0.00478979455714	-0.00290475609404	-0.00568337463642	-0.0084956159909	0.00389974139915	0.00314537615809	0.00353659369133	-0.0012736452899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s8	0.131439460352	0.0437469705702	-0.0213935586567	0.0429290268694	-0.0452586013942	0.00485944920346	-0.0313354448903	0.00154432419568	-0.011609999411	0.0122859111805	0.00287075272774	-0.000628766613197	-0.0116596897456	-0.0107178155869	-0.00394211384949	0.00258078605771	0.00142197039382	-0.00348793481873	-0.00321704531581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2	-0.0872447884989	-0.0128849652957	-0.0271317880652	-0.0534670976056	-0.0196104859548	-0.0264962528104	0.0227845677034	-0.0201622246887	-0.0121603669552	0.00570471445477	0.0165771459852	0.00912027566639	0.000508219327789	0.00396263606445	0.0162908479275	-0.00614961489237	-0.00625961020432	0.0003844665873	-0.00042411544295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1	-0.275800906905	-0.0459083407516	0.00877307151587	0.00484612118614	0.00426530562628	-0.00206267219549	-0.0158819840332	-0.0124216140608	-0.0157495854781	0.00526595258031	0.012654232686	0.0128863452283	0.0290837878037	0.00163572619043	-0.00148409845749	0.00472834962577	0.00738688640619	-0.00104907327367	1.44574754832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s3	-0.022915298184	-0.0525519167304	-0.0651455520524	-0.0477888208122	-0.0341602023747	-0.0328108499341	-0.0135418994796	0.0319588753018	0.0214064507965	0.0231838468284	-0.0145093008817	0.00346068316324	0.00042748070603	-0.00129438455143	0.00861760027777	-0.00901557841267	-0.00217946193392	-0.00128840759403	0.000300631350897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s2	0.0417101030659	-0.0330001595368	-0.00820758751434	-0.031859048659	-0.0359159917855	0.0361697014817	-0.0278705486233	-0.0135355402875	0.0184502900327	-0.0202620163729	0.0105644989466	0.0163104021904	-0.00945739268297	-0.0159844441523	0.00540372311915	0.00566318273931	0.00094386291196	-0.000160291017398	0.000685381897226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s1	0.0933389614102	-0.138708616577	0.0810535891828	0.0465981179388	0.0179400375173	-0.0280028897427	0.0168794046185	-0.0260217266925	0.00259099222908	0.000833492401615	0.00873370638953	-0.00749841086216	0.00251324887612	-0.0070897743061	0.00264922369129	-0.00474869766651	0.000886937798552	0.000341115064472	0.000159171068581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s1r1	0.0208824359303	-0.020684577702	0.0677502666643	-0.000884756312484	-0.0159151810227	0.0075135212167	-0.051475784929	-0.00748278108318	-0.00627893498834	0.00587572445306	-0.0296693447025	-0.00237550076133	0.0122661298204	0.0059776663658	0.00374169647708	0.0035535432654	0.00239403970372	0.00146330210482	-0.000846609684076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s7	0.0722680952983	-0.0299418037051	-0.0440188735155	-0.00544451076934	0.0425924962062	0.0296940506589	-0.0225307493025	-0.0153403768069	0.018474285333	0.0167301662395	0.00641808312658	-0.00263756748154	0.00690582672082	0.00914593375432	-0.00379288825466	-0.00436556091189	0.000202552662493	-0.00392288587194	0.00076097478379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
