	sequences per sample	iteration	A1	A2	B1	B2	C1	C2	D1	D2	E1	E2	F1	F2	G1	G2	H1	H2	s1r1	s1	s2r1	s2	s3r1	s3	s4r1	s4	s5r1	s5	s6r1	s6	s7r1	s7	s8r1	s8
alpha_rarefaction_2009_0.txt	2009	0	0.975111996018	0.97162767546	0.968143354903	0.967147834744	0.967147834744	0.962170233947	0.960179193629	0.97212543554	0.967147834744	0.961174713788	0.976107516177	0.969138875062	0.968641114983	0.962667994027	0.971129915381	0.968641114983	0.969636635142	0.97262319562	0.969636635142	0.970632155301	0.966650074664	0.965654554505	0.962667994027	0.966152314584	0.973120955699	0.968641114983	0.975609756098	0.971129915381	0.970632155301	0.969138875062	0.97262319562	0.964659034345
alpha_rarefaction_2009_1.txt	2009	1	0.97262319562	0.97162767546	0.962667994027	0.964659034345	0.97162767546	0.966152314584	0.965156794425	0.961174713788	0.968641114983	0.965654554505	0.968641114983	0.967645594823	0.973120955699	0.971129915381	0.975111996018	0.963165754107	0.970134395222	0.970134395222	0.97212543554	0.965156794425	0.968143354903	0.970632155301	0.960676953708	0.963165754107	0.967645594823	0.97162767546	0.97212543554	0.976605276257	0.976107516177	0.97162767546	0.97212543554	0.973618715779
alpha_rarefaction_2009_2.txt	2009	2	0.97262319562	0.968641114983	0.969636635142	0.968641114983	0.964659034345	0.967147834744	0.966152314584	0.964161274266	0.966152314584	0.969138875062	0.974614235938	0.967147834744	0.964161274266	0.963663514186	0.970134395222	0.966650074664	0.965654554505	0.974116475859	0.965654554505	0.963663514186	0.966152314584	0.966650074664	0.964161274266	0.968143354903	0.966650074664	0.975111996018	0.97262319562	0.977103036336	0.97262319562	0.97262319562	0.976605276257	0.970134395222
alpha_rarefaction_2009_3.txt	2009	3	0.975111996018	0.968641114983	0.971129915381	0.961672473868	0.960676953708	0.964161274266	0.95769039323	0.961174713788	0.970632155301	0.970134395222	0.973618715779	0.968641114983	0.965156794425	0.965156794425	0.97162767546	0.963663514186	0.978098556496	0.975609756098	0.970134395222	0.962667994027	0.95769039323	0.965156794425	0.962170233947	0.969138875062	0.963663514186	0.964659034345	0.977103036336	0.974614235938	0.974614235938	0.966152314584	0.974614235938	0.974116475859
alpha_rarefaction_2009_4.txt	2009	4	0.968143354903	0.967147834744	0.970632155301	0.97262319562	0.97162767546	0.965654554505	0.969636635142	0.970134395222	0.968641114983	0.971129915381	0.97212543554	0.970632155301	0.976605276257	0.964161274266	0.968143354903	0.969138875062	0.967645594823	0.975111996018	0.969636635142	0.963663514186	0.964659034345	0.968143354903	0.966650074664	0.971129915381	0.965654554505	0.965654554505	0.970134395222	0.966650074664	0.967147834744	0.97162767546	0.977103036336	0.964659034345
alpha_rarefaction_2009_5.txt	2009	5	0.966152314584	0.963165754107	0.967645594823	0.970134395222	0.962667994027	0.966650074664	0.968143354903	0.967645594823	0.97262319562	0.962667994027	0.973120955699	0.969636635142	0.965156794425	0.962170233947	0.969138875062	0.974614235938	0.967645594823	0.977103036336	0.963165754107	0.971129915381	0.967645594823	0.962667994027	0.970134395222	0.970632155301	0.965156794425	0.968143354903	0.975609756098	0.97212543554	0.969636635142	0.968143354903	0.97262319562	0.970134395222
alpha_rarefaction_2009_6.txt	2009	6	0.982578397213	0.967645594823	0.967645594823	0.961672473868	0.961672473868	0.965654554505	0.969636635142	0.966650074664	0.969636635142	0.964659034345	0.97212543554	0.966650074664	0.970134395222	0.968641114983	0.968143354903	0.966650074664	0.97162767546	0.980089596814	0.971129915381	0.964659034345	0.97212543554	0.966650074664	0.965156794425	0.968641114983	0.964659034345	0.964161274266	0.975609756098	0.976107516177	0.971129915381	0.968641114983	0.974116475859	0.970134395222
alpha_rarefaction_2009_7.txt	2009	7	0.975609756098	0.97162767546	0.97162767546	0.966152314584	0.956197112992	0.968641114983	0.963663514186	0.971129915381	0.966152314584	0.967645594823	0.97262319562	0.966152314584	0.963165754107	0.966152314584	0.969636635142	0.971129915381	0.965156794425	0.974116475859	0.970134395222	0.964161274266	0.970134395222	0.97162767546	0.965654554505	0.969636635142	0.965654554505	0.974116475859	0.97162767546	0.973618715779	0.968641114983	0.964161274266	0.970134395222	0.978596316575
alpha_rarefaction_2009_8.txt	2009	8	0.970134395222	0.967645594823	0.962667994027	0.964659034345	0.969138875062	0.966650074664	0.973618715779	0.970134395222	0.965156794425	0.967147834744	0.970134395222	0.967645594823	0.966152314584	0.964659034345	0.967645594823	0.967147834744	0.97262319562	0.973618715779	0.974116475859	0.963663514186	0.97212543554	0.967645594823	0.967147834744	0.968641114983	0.97162767546	0.975111996018	0.975111996018	0.978098556496	0.973618715779	0.969138875062	0.971129915381	0.978098556496
alpha_rarefaction_2009_9.txt	2009	9	0.976605276257	0.965156794425	0.967645594823	0.973120955699	0.966152314584	0.973618715779	0.968143354903	0.962170233947	0.966650074664	0.964161274266	0.964161274266	0.967147834744	0.963165754107	0.973120955699	0.973618715779	0.970632155301	0.97262319562	0.970632155301	0.964659034345	0.967645594823	0.97212543554	0.965156794425	0.964161274266	0.967147834744	0.973120955699	0.967147834744	0.970632155301	0.975111996018	0.974116475859	0.967645594823	0.970632155301	0.970632155301
alpha_rarefaction_4008_0.txt	4008	0	0.98877245509	0.984281437126	0.984031936128	0.980538922156	0.985279441118	0.984031936128	0.983283433134	0.983532934132	0.988522954092	0.983532934132	0.986526946108	0.982784431138	0.98378243513	0.984780439122	0.984281437126	0.983283433134	0.98378243513	0.98627744511	0.982035928144	0.981786427146	0.98128742515	0.98378243513	0.983033932136	0.98253493014	0.983033932136	0.984031936128	0.985778443114	0.984281437126	0.985279441118	0.984530938124	0.986027944112	0.986526946108
alpha_rarefaction_4008_1.txt	4008	1	0.987275449102	0.98502994012	0.982285429142	0.983283433134	0.985778443114	0.98003992016	0.981536926148	0.982784431138	0.985528942116	0.982035928144	0.98502994012	0.984031936128	0.98502994012	0.985279441118	0.984031936128	0.984530938124	0.986027944112	0.984281437126	0.984780439122	0.98253493014	0.98627744511	0.983283433134	0.982285429142	0.98627744511	0.984031936128	0.985528942116	0.9875249501	0.984780439122	0.989021956088	0.984281437126	0.986526946108	0.985528942116
alpha_rarefaction_4008_2.txt	4008	2	0.986027944112	0.984530938124	0.985279441118	0.980538922156	0.981536926148	0.981786427146	0.984530938124	0.983532934132	0.988273453094	0.983532934132	0.985778443114	0.984780439122	0.981786427146	0.982035928144	0.98378243513	0.986526946108	0.985778443114	0.98877245509	0.98378243513	0.982784431138	0.986776447106	0.986776447106	0.983283433134	0.980538922156	0.983283433134	0.981786427146	0.987275449102	0.989520958084	0.987025948104	0.984780439122	0.985778443114	0.985528942116
alpha_rarefaction_4008_3.txt	4008	3	0.984780439122	0.986776447106	0.983033932136	0.98253493014	0.985279441118	0.984780439122	0.984281437126	0.98128742515	0.98502994012	0.982035928144	0.981786427146	0.985528942116	0.981786427146	0.98378243513	0.984530938124	0.98627744511	0.985778443114	0.98627744511	0.984530938124	0.98378243513	0.984031936128	0.984281437126	0.98253493014	0.984031936128	0.984031936128	0.986776447106	0.985528942116	0.9875249501	0.984530938124	0.9875249501	0.986027944112	0.986027944112
alpha_rarefaction_4008_4.txt	4008	4	0.984780439122	0.98378243513	0.982784431138	0.983033932136	0.982784431138	0.983283433134	0.982035928144	0.984031936128	0.984780439122	0.981536926148	0.98378243513	0.986526946108	0.983033932136	0.982784431138	0.984281437126	0.983033932136	0.987025948104	0.983532934132	0.983283433134	0.982035928144	0.985279441118	0.985778443114	0.982035928144	0.983283433134	0.98253493014	0.983532934132	0.98627744511	0.987275449102	0.986526946108	0.985279441118	0.989021956088	0.985528942116
alpha_rarefaction_4008_5.txt	4008	5	0.98378243513	0.984031936128	0.984530938124	0.985279441118	0.985279441118	0.985528942116	0.984031936128	0.982285429142	0.982035928144	0.983033932136	0.980289421158	0.981037924152	0.984031936128	0.98378243513	0.98253493014	0.984530938124	0.982285429142	0.985778443114	0.985528942116	0.981786427146	0.982035928144	0.982784431138	0.982035928144	0.987025948104	0.98627744511	0.984281437126	0.986526946108	0.985528942116	0.987025948104	0.984031936128	0.987275449102	0.98627744511
alpha_rarefaction_4008_6.txt	4008	6	0.983532934132	0.984780439122	0.981536926148	0.984780439122	0.986027944112	0.983283433134	0.98253493014	0.983033932136	0.984031936128	0.983532934132	0.985279441118	0.984780439122	0.984530938124	0.981536926148	0.985778443114	0.987275449102	0.986776447106	0.984530938124	0.985778443114	0.98128742515	0.982784431138	0.986526946108	0.98378243513	0.984281437126	0.985279441118	0.984031936128	0.985528942116	0.984780439122	0.985778443114	0.985279441118	0.984780439122	0.985279441118
alpha_rarefaction_4008_7.txt	4008	7	0.988023952096	0.98627744511	0.983283433134	0.984031936128	0.987774451098	0.981536926148	0.983532934132	0.982285429142	0.985279441118	0.984530938124	0.98502994012	0.981536926148	0.982784431138	0.982035928144	0.981786427146	0.985778443114	0.986526946108	0.988522954092	0.986526946108	0.98128742515	0.984530938124	0.985778443114	0.980788423154	0.983033932136	0.983283433134	0.983532934132	0.9875249501	0.98877245509	0.989520958084	0.985778443114	0.986776447106	0.984031936128
alpha_rarefaction_4008_8.txt	4008	8	0.98627744511	0.984530938124	0.98502994012	0.98378243513	0.981786427146	0.981786427146	0.983532934132	0.98128742515	0.985528942116	0.982285429142	0.98253493014	0.983532934132	0.984530938124	0.982784431138	0.98253493014	0.986776447106	0.981536926148	0.986526946108	0.982285429142	0.984780439122	0.984031936128	0.984031936128	0.983532934132	0.987275449102	0.983283433134	0.9875249501	0.986526946108	0.986776447106	0.985528942116	0.985279441118	0.986526946108	0.98502994012
alpha_rarefaction_4008_9.txt	4008	9	0.98502994012	0.985279441118	0.98128742515	0.981786427146	0.982784431138	0.982285429142	0.982035928144	0.98378243513	0.985279441118	0.981786427146	0.989021956088	0.985528942116	0.98253493014	0.98378243513	0.984281437126	0.983033932136	0.985528942116	0.985778443114	0.985279441118	0.982035928144	0.983283433134	0.985279441118	0.983283433134	0.987025948104	0.981536926148	0.979540918164	0.989770459082	0.9875249501	0.987774451098	0.987275449102	0.985279441118	0.984281437126
alpha_rarefaction_6007_0.txt	6007	0	0.990511070418	0.990677542867	0.99017812552	0.988180456135	0.990344597969	0.99017812552	0.990011653071	0.989179290827	0.992009322457	0.989512235725	0.991509905111	0.987847511237	0.990511070418	0.989012818379	0.990677542867	0.989678708174	0.993174629599	0.988513401032	0.991176960213	0.988346928583	0.990344597969	0.989345763276	0.990844015315	0.990677542867	0.990344597969	0.986349259198	0.991509905111	0.990011653071	0.992342267355	0.989678708174	0.991842850008	0.989845180623
alpha_rarefaction_6007_1.txt	6007	1	0.990677542867	0.990011653071	0.985516896954	0.990511070418	0.991343432662	0.989845180623	0.988180456135	0.98884634593	0.991343432662	0.98884634593	0.989678708174	0.989345763276	0.99017812552	0.988513401032	0.988513401032	0.989179290827	0.991176960213	0.990011653071	0.988180456135	0.988679873481	0.989179290827	0.989845180623	0.988679873481	0.989845180623	0.992342267355	0.990677542867	0.991010487764	0.993507574496	0.991010487764	0.989179290827	0.990677542867	0.990344597969
alpha_rarefaction_6007_2.txt	6007	2	0.989345763276	0.991509905111	0.989845180623	0.988346928583	0.990511070418	0.989345763276	0.989845180623	0.989678708174	0.990344597969	0.988679873481	0.990011653071	0.991176960213	0.990844015315	0.990344597969	0.991176960213	0.989345763276	0.990844015315	0.989345763276	0.990344597969	0.98884634593	0.988513401032	0.99017812552	0.989678708174	0.992508739804	0.989678708174	0.989678708174	0.991343432662	0.989512235725	0.991343432662	0.989678708174	0.99017812552	0.989179290827
alpha_rarefaction_6007_3.txt	6007	3	0.992175794906	0.990344597969	0.990511070418	0.98884634593	0.990011653071	0.988679873481	0.988679873481	0.98734809389	0.989845180623	0.989512235725	0.990677542867	0.988180456135	0.990511070418	0.990011653071	0.992009322457	0.991176960213	0.990511070418	0.987847511237	0.989845180623	0.988679873481	0.990511070418	0.987847511237	0.990344597969	0.990511070418	0.989345763276	0.989179290827	0.989345763276	0.991010487764	0.99300815715	0.989845180623	0.991343432662	0.989845180623
alpha_rarefaction_6007_4.txt	6007	4	0.992175794906	0.989845180623	0.98884634593	0.988346928583	0.989845180623	0.990677542867	0.989012818379	0.988346928583	0.990344597969	0.988679873481	0.992175794906	0.990677542867	0.989845180623	0.988180456135	0.990844015315	0.991010487764	0.989845180623	0.989012818379	0.990511070418	0.990677542867	0.990511070418	0.989512235725	0.98884634593	0.991010487764	0.992175794906	0.99017812552	0.991842850008	0.992675212252	0.992342267355	0.992342267355	0.991176960213	0.991010487764
alpha_rarefaction_6007_5.txt	6007	5	0.991176960213	0.989678708174	0.989012818379	0.989678708174	0.99017812552	0.987514566339	0.989179290827	0.989345763276	0.99017812552	0.989179290827	0.990677542867	0.987681038788	0.990011653071	0.990344597969	0.990511070418	0.989345763276	0.988346928583	0.991010487764	0.989012818379	0.99017812552	0.991509905111	0.990511070418	0.99017812552	0.989179290827	0.990011653071	0.990677542867	0.991010487764	0.990344597969	0.992175794906	0.991509905111	0.992175794906	0.991509905111
alpha_rarefaction_6007_6.txt	6007	6	0.990844015315	0.991176960213	0.989345763276	0.988013983686	0.990844015315	0.988513401032	0.989179290827	0.989179290827	0.989512235725	0.989678708174	0.990677542867	0.989012818379	0.988346928583	0.989512235725	0.990677542867	0.987181621442	0.991842850008	0.990344597969	0.988679873481	0.989012818379	0.991509905111	0.990344597969	0.989845180623	0.987847511237	0.992175794906	0.991176960213	0.992009322457	0.991010487764	0.99300815715	0.991176960213	0.988679873481	0.990344597969
alpha_rarefaction_6007_7.txt	6007	7	0.99167637756	0.989678708174	0.988346928583	0.987015148993	0.991842850008	0.991509905111	0.991010487764	0.990844015315	0.988346928583	0.989179290827	0.989345763276	0.990344597969	0.99017812552	0.989512235725	0.989179290827	0.989012818379	0.990011653071	0.990344597969	0.99167637756	0.990011653071	0.991509905111	0.991509905111	0.989345763276	0.989512235725	0.990511070418	0.991176960213	0.990344597969	0.991010487764	0.991010487764	0.991509905111	0.990511070418	0.990511070418
alpha_rarefaction_6007_8.txt	6007	8	0.991176960213	0.992841684701	0.988679873481	0.988180456135	0.990677542867	0.98734809389	0.990677542867	0.986848676544	0.99017812552	0.987681038788	0.989345763276	0.989345763276	0.991842850008	0.989345763276	0.991343432662	0.99017812552	0.989678708174	0.991010487764	0.989678708174	0.989345763276	0.991010487764	0.990344597969	0.988180456135	0.989678708174	0.989845180623	0.99017812552	0.991010487764	0.99017812552	0.990011653071	0.991010487764	0.991842850008	0.990677542867
alpha_rarefaction_6007_9.txt	6007	9	0.989012818379	0.992175794906	0.989512235725	0.988013983686	0.991010487764	0.990344597969	0.990511070418	0.988346928583	0.990011653071	0.990011653071	0.989012818379	0.988180456135	0.989345763276	0.990677542867	0.988013983686	0.989678708174	0.990011653071	0.989845180623	0.991010487764	0.989678708174	0.989678708174	0.991010487764	0.988180456135	0.990011653071	0.990677542867	0.989012818379	0.992342267355	0.992508739804	0.991010487764	0.992841684701	0.991176960213	0.990677542867
alpha_rarefaction_8006_0.txt	8006	0	0.993504871346	0.992380714464	0.993130152386	0.991631276543	0.994129402948	0.991881089183	0.991881089183	0.991381463902	0.992130901824	0.991881089183	0.991756182863	0.991756182863	0.992380714464	0.993130152386	0.992130901824	0.991756182863	0.993255058706	0.993130152386	0.992630527105	0.992255808144	0.994254309268	0.993504871346	0.991006744941	0.992505620784	0.993379965026	0.992505620784	0.993130152386	0.992630527105	0.99512865351	0.994254309268	0.993005246065	0.992755433425
alpha_rarefaction_8006_1.txt	8006	1	0.992880339745	0.993379965026	0.991381463902	0.993255058706	0.993130152386	0.991506370222	0.992380714464	0.991381463902	0.992380714464	0.991881089183	0.992130901824	0.993005246065	0.993005246065	0.991631276543	0.992130901824	0.993130152386	0.992505620784	0.994379215588	0.993879590307	0.991631276543	0.994004496628	0.991881089183	0.993130152386	0.993379965026	0.992755433425	0.993255058706	0.994878840869	0.993879590307	0.994004496628	0.991506370222	0.993754683987	0.993005246065
alpha_rarefaction_8006_2.txt	8006	2	0.991881089183	0.994629028229	0.992380714464	0.992255808144	0.992755433425	0.991631276543	0.993130152386	0.991631276543	0.993504871346	0.992380714464	0.993754683987	0.99050711966	0.992880339745	0.992755433425	0.992130901824	0.992380714464	0.992255808144	0.991881089183	0.99512865351	0.993629777667	0.994504121909	0.992880339745	0.992755433425	0.992005995503	0.994504121909	0.992505620784	0.993879590307	0.993754683987	0.993879590307	0.993005246065	0.993130152386	0.992505620784
alpha_rarefaction_8006_3.txt	8006	3	0.992505620784	0.992880339745	0.993130152386	0.992130901824	0.991756182863	0.991756182863	0.992005995503	0.993130152386	0.993879590307	0.992380714464	0.990632025981	0.993005246065	0.992005995503	0.993005246065	0.990632025981	0.992005995503	0.992755433425	0.992255808144	0.993879590307	0.993255058706	0.992880339745	0.992255808144	0.991256557582	0.991631276543	0.992005995503	0.991756182863	0.994004496628	0.992880339745	0.99537846615	0.992255808144	0.994129402948	0.992130901824
alpha_rarefaction_8006_4.txt	8006	4	0.992255808144	0.992630527105	0.993879590307	0.99038221334	0.994878840869	0.991256557582	0.993255058706	0.991256557582	0.993504871346	0.993005246065	0.992380714464	0.991381463902	0.993130152386	0.991631276543	0.991381463902	0.994129402948	0.993879590307	0.992880339745	0.993879590307	0.992755433425	0.993255058706	0.993005246065	0.992255808144	0.991881089183	0.993005246065	0.993504871346	0.994629028229	0.993379965026	0.994129402948	0.992380714464	0.993504871346	0.992880339745
alpha_rarefaction_8006_5.txt	8006	5	0.992755433425	0.993504871346	0.992380714464	0.992380714464	0.994753934549	0.991256557582	0.992380714464	0.991506370222	0.993255058706	0.991881089183	0.994004496628	0.992130901824	0.993754683987	0.991756182863	0.992505620784	0.993879590307	0.993005246065	0.993130152386	0.993629777667	0.991381463902	0.993879590307	0.992755433425	0.992630527105	0.993379965026	0.993005246065	0.994629028229	0.994504121909	0.993754683987	0.99512865351	0.993629777667	0.992630527105	0.992755433425
alpha_rarefaction_8006_6.txt	8006	6	0.992880339745	0.994004496628	0.992005995503	0.991756182863	0.994129402948	0.989632775418	0.993255058706	0.992880339745	0.993379965026	0.993005246065	0.992255808144	0.992505620784	0.992255808144	0.992755433425	0.992505620784	0.992880339745	0.992505620784	0.991506370222	0.993379965026	0.992005995503	0.991756182863	0.991631276543	0.992505620784	0.993754683987	0.993754683987	0.992505620784	0.994129402948	0.992505620784	0.99512865351	0.992755433425	0.993255058706	0.992630527105
alpha_rarefaction_8006_7.txt	8006	7	0.992880339745	0.993255058706	0.992755433425	0.990756932301	0.991881089183	0.991381463902	0.993879590307	0.991131651262	0.993754683987	0.991256557582	0.993255058706	0.993504871346	0.994004496628	0.993005246065	0.992005995503	0.991756182863	0.992005995503	0.992380714464	0.994129402948	0.994254309268	0.993504871346	0.991881089183	0.991881089183	0.990756932301	0.992505620784	0.991381463902	0.994129402948	0.992755433425	0.995878091431	0.993255058706	0.993504871346	0.992005995503
alpha_rarefaction_8006_8.txt	8006	8	0.99525355983	0.993130152386	0.992255808144	0.990632025981	0.993379965026	0.991131651262	0.992255808144	0.991131651262	0.991506370222	0.992880339745	0.993130152386	0.991756182863	0.993754683987	0.991881089183	0.992380714464	0.993879590307	0.993629777667	0.991381463902	0.991381463902	0.992630527105	0.994878840869	0.993879590307	0.993504871346	0.993504871346	0.991256557582	0.994004496628	0.994753934549	0.992755433425	0.99500374719	0.994504121909	0.992255808144	0.992630527105
alpha_rarefaction_8006_9.txt	8006	9	0.992880339745	0.993504871346	0.994004496628	0.992630527105	0.993130152386	0.993879590307	0.991506370222	0.99038221334	0.992005995503	0.991631276543	0.992505620784	0.991881089183	0.992880339745	0.992255808144	0.990881838621	0.992505620784	0.993879590307	0.993005246065	0.994129402948	0.992005995503	0.993754683987	0.992380714464	0.991506370222	0.992755433425	0.993629777667	0.992505620784	0.994629028229	0.993379965026	0.994504121909	0.993130152386	0.994878840869	0.992005995503
alpha_rarefaction_10005_0.txt	10005	0	0.995102448776	0.996301849075	0.993303348326	0.993303348326	0.994902548726	0.992803598201	0.994802598701	0.994002998501	0.995702148926	0.995302348826	0.994302848576	0.995702148926	0.994302848576	0.993703148426	0.992503748126	0.994002998501	0.993803098451	0.994502748626	0.994902548726	0.993903048476	0.995902048976	0.994802598701	0.993903048476	0.994102948526	0.995302348826	0.993903048476	0.99620189905	0.995502248876	0.995702148926	0.995102448776	0.995202398801	0.995502248876
alpha_rarefaction_10005_1.txt	10005	1	0.995202398801	0.994902548726	0.994202898551	0.993603198401	0.995302348826	0.993503248376	0.994702648676	0.994202898551	0.994302848576	0.994102948526	0.994602698651	0.994102948526	0.993103448276	0.993303348326	0.994902548726	0.995502248876	0.993903048476	0.993503248376	0.995102448776	0.993803098451	0.995102448776	0.995502248876	0.994602698651	0.993503248376	0.994802598701	0.995602198901	0.994902548726	0.993703148426	0.995702148926	0.995102448776	0.996001999	0.995102448776
alpha_rarefaction_10005_2.txt	10005	2	0.995102448776	0.994902548726	0.994002998501	0.993203398301	0.995202398801	0.994402798601	0.994102948526	0.994802598701	0.993603198401	0.993403298351	0.993703148426	0.993203398301	0.994802598701	0.993203398301	0.994902548726	0.994102948526	0.994102948526	0.993903048476	0.994502748626	0.994002998501	0.995502248876	0.994702648676	0.995102448776	0.994302848576	0.994502748626	0.993003498251	0.994802598701	0.994802598701	0.99700149925	0.994402798601	0.994702648676	0.995602198901
alpha_rarefaction_10005_3.txt	10005	3	0.993603198401	0.994502748626	0.993703148426	0.993003498251	0.995302348826	0.993103448276	0.994002998501	0.993403298351	0.994402798601	0.993903048476	0.994402798601	0.992803598201	0.994002998501	0.993803098451	0.994602698651	0.993603198401	0.995302348826	0.994602698651	0.994702648676	0.994902548726	0.994102948526	0.995202398801	0.994302848576	0.994002998501	0.994802598701	0.995102448776	0.995402298851	0.995102448776	0.9964017991	0.994202898551	0.994602698651	0.995402298851
alpha_rarefaction_10005_4.txt	10005	4	0.994302848576	0.994802598701	0.994602698651	0.993303348326	0.995102448776	0.994002998501	0.994202898551	0.994802598701	0.994502748626	0.993703148426	0.994202898551	0.993503248376	0.993203398301	0.994302848576	0.994302848576	0.995702148926	0.995302348826	0.994602698651	0.995502248876	0.995102448776	0.995902048976	0.995302348826	0.993903048476	0.994602698651	0.995602198901	0.993603198401	0.995102448776	0.994902548726	0.996101949025	0.994902548726	0.994402798601	0.995402298851
alpha_rarefaction_10005_5.txt	10005	5	0.993703148426	0.995302348826	0.994402798601	0.994502748626	0.994002998501	0.992803598201	0.993703148426	0.994802598701	0.994602698651	0.995702148926	0.993803098451	0.994602698651	0.994702648676	0.995002498751	0.995202398801	0.993403298351	0.994402798601	0.994102948526	0.994702648676	0.994102948526	0.995402298851	0.995302348826	0.994402798601	0.992703648176	0.994702648676	0.994802598701	0.995002498751	0.994402798601	0.99700149925	0.995202398801	0.994402798601	0.994902548726
alpha_rarefaction_10005_6.txt	10005	6	0.994402798601	0.994702648676	0.994202898551	0.993803098451	0.994002998501	0.994102948526	0.994402798601	0.995202398801	0.993903048476	0.993903048476	0.994802598701	0.993703148426	0.994902548726	0.994602698651	0.994502748626	0.993903048476	0.994402798601	0.993903048476	0.995002498751	0.994502748626	0.995502248876	0.995502248876	0.994902548726	0.993403298351	0.994602698651	0.994502748626	0.995002498751	0.995002498751	0.996701649175	0.994102948526	0.994902548726	0.995302348826
alpha_rarefaction_10005_7.txt	10005	7	0.994002998501	0.995102448776	0.994102948526	0.993003498251	0.995402298851	0.994402798601	0.994002998501	0.994802598701	0.993503248376	0.993503248376	0.994602698651	0.992903548226	0.994302848576	0.994502748626	0.993603198401	0.992903548226	0.995102448776	0.995102448776	0.995502248876	0.994902548726	0.995702148926	0.994002998501	0.996001999	0.994002998501	0.995002498751	0.993903048476	0.995002498751	0.994102948526	0.996701649175	0.994202898551	0.994702648676	0.994402798601
alpha_rarefaction_10005_8.txt	10005	8	0.993403298351	0.994502748626	0.994502748626	0.992503748126	0.995102448776	0.992703648176	0.992303848076	0.993003498251	0.994102948526	0.993703148426	0.994002998501	0.993703148426	0.993403298351	0.994102948526	0.994102948526	0.993903048476	0.995702148926	0.994002998501	0.994802598701	0.994602698651	0.995902048976	0.995402298851	0.993803098451	0.994902548726	0.995202398801	0.994302848576	0.995502248876	0.995902048976	0.9964017991	0.993903048476	0.994202898551	0.994802598701
