	sequences per sample	iteration	A1	A2	B1	B2	C1	C2	D1	D2	E1	E2	F1	F2	G1	G2	H1	H2	s1r1	s1	s2r1	s2	s3r1	s3	s4r1	s4	s5r1	s5	s6r1	s6	s7r1	s7	s8r1	s8
alpha_rarefaction_14003_2.txt	14003	2	17.82711	20.50695	22.09754	20.99154	21.80132	20.07675	21.25523	20.93138	21.37512	20.8228	19.40387	20.46659	21.13007	21.05197	19.72266	20.24539	19.07143	17.02245	20.31953	20.76051	20.22267	20.65953	21.13507	19.09935	20.27991	19.68498	19.19767	18.9348	19.34536	20.6705	18.53469	19.07491
alpha_rarefaction_14003_3.txt	14003	3	17.55706	20.51457	21.32038	20.69556	22.03214	20.36577	20.65003	20.5502	20.80867	21.56547	19.20438	19.44264	20.85074	21.44897	20.46645	20.11223	19.13538	18.03197	19.66473	20.99534	20.07061	20.70285	21.03206	19.31624	20.26328	19.42431	18.8893	19.1065	19.15481	20.27987	19.19895	19.33453
alpha_rarefaction_14003_4.txt	14003	4	17.61829	20.5721	21.26853	20.45357	22.11044	20.36108	21.289	20.81777	21.5424	20.66843	19.82674	20.15112	20.87943	21.46617	20.00431	21.04702	19.38275	17.23839	20.16013	21.10434	20.11616	21.38588	20.68072	18.7131	20.43525	20.11282	18.87055	18.81132	18.77082	20.29073	19.26081	18.75089
alpha_rarefaction_14003_5.txt	14003	5	17.57808	20.29869	21.55761	20.68546	21.36611	20.31607	21.41357	20.03164	21.91338	20.39322	19.88677	19.94395	21.06432	21.32372	20.51133	20.40866	19.02631	17.6463	20.30926	21.71754	20.04685	20.61269	21.26547	18.46715	19.96842	19.71144	18.80463	19.45676	18.90451	20.25936	18.70191	18.56344
alpha_rarefaction_14003_6.txt	14003	6	17.8497	21.16598	22.30289	20.75806	22.01252	20.51325	21.28578	20.49156	20.66103	20.2787	19.8165	19.68882	20.68069	21.2965	20.54844	20.40039	18.73294	17.26605	19.92125	21.03303	19.76029	19.61158	20.52646	19.02595	20.37733	19.69552	18.89683	18.16901	19.20698	20.60625	19.28218	19.45159
alpha_rarefaction_14003_7.txt	14003	7	17.66166	21.06315	21.64927	20.80285	21.70871	19.95015	22.09428	20.83867	21.28425	20.83485	19.53422	19.63847	21.13122	21.03934	19.89868	19.72363	19.33092	17.67117	20.2632	21.05749	20.08723	20.22141	21.55329	18.70905	20.33062	19.22207	19.04246	18.98125	18.95943	20.83885	19.28092	18.96911
alpha_rarefaction_14003_8.txt	14003	8	18.15568	20.43027	21.29096	19.7323	21.6592	20.18372	21.0161	20.71367	21.58083	20.20447	19.27246	20.03516	21.04057	21.5735	20.35887	20.50209	19.3537	17.6283	19.68841	21.70131	19.69743	20.59918	21.61442	18.70084	20.37652	19.66148	19.30587	18.80534	19.22754	20.79271	18.91258	19.22879
alpha_rarefaction_14003_9.txt	14003	9	18.07856	20.81911	21.59871	20.32242	21.93722	19.97372	21.46003	19.76001	21.64359	20.68981	19.86801	20.737	20.33886	21.52022	20.26033	20.08844	18.74903	17.32262	20.27037	21.43712	19.81516	20.15082	20.80242	18.83064	20.08097	20.10871	19.08789	18.05156	18.97126	20.86299	19.62988	19.22428
alpha_rarefaction_16002_0.txt	16002	0	18.45167	20.97544	21.52644	20.63342	21.17789	20.93641	21.60334	21.16903	21.55887	21.04513	20.26911	19.61592	20.06528	21.84207	20.26691	20.70997	19.61986	18.02727	20.63972	21.41884	20.17864	20.82537	21.87741	19.1275	20.47575	20.82574	18.98497	18.82776	18.94831	21.42621	19.49368	19.5213
alpha_rarefaction_16002_1.txt	16002	1	18.77025	20.33973	22.08385	21.39125	22.47219	20.63651	21.81558	21.37681	21.27242	21.27854	20.12738	20.57107	20.67586	21.67301	20.36415	20.76293	19.44197	17.977	20.57127	21.38153	20.29462	20.99815	21.28484	19.26473	21.00435	19.94034	18.923	19.1582	19.27742	20.74029	18.81903	19.421
alpha_rarefaction_16002_2.txt	16002	2	18.36743	20.64909	22.27691	20.72102	22.39145	20.55702	21.75692	21.0649	21.02126	21.12208	20.22257	20.10219	21.62447	21.07648	20.07163	21.03289	19.64873	18.04723	20.4374	21.48201	20.15684	20.14536	20.84705	19.16565	20.69902	20.36937	19.19562	18.79083	18.984	20.92774	19.40628	19.04327
alpha_rarefaction_16002_3.txt	16002	3	18.08053	20.79799	22.14654	21.27502	21.76515	21.07262	21.70316	21.22328	21.64046	22.02159	20.59753	19.84056	20.98676	22.12712	20.74485	20.56061	19.43984	16.94372	20.17671	21.62309	20.42467	20.3318	21.3021	19.00727	20.27057	20.3234	19.32283	19.1514	19.30427	20.67738	19.47745	19.84579
alpha_rarefaction_16002_4.txt	16002	4	18.3822	21.04389	22.0409	21.15809	22.22746	20.94339	21.67957	21.17094	21.11251	21.15994	20.1856	20.21548	20.83519	21.42769	20.9865	20.80601	19.7321	17.89601	20.75862	21.91042	20.15705	20.46101	21.67852	19.16412	20.12546	20.23468	19.36981	19.18115	19.36584	20.49196	19.41697	19.47143
alpha_rarefaction_16002_5.txt	16002	5	18.31966	20.58881	21.26748	20.73377	21.564	20.63462	21.82529	21.55103	21.84581	21.61628	20.31876	20.59918	21.20058	21.55638	20.77074	20.53161	19.72543	17.34141	20.04073	21.48279	20.3716	20.53698	21.61244	19.30067	20.38439	19.82222	19.26111	19.33688	19.31901	20.84207	19.42073	19.2576
alpha_rarefaction_16002_6.txt	16002	6	18.67319	20.80046	21.99171	21.22812	22.5898	20.72308	21.96682	20.54376	21.56625	21.58224	20.35213	20.20533	21.66925	20.82372	20.63053	20.43789	19.01345	17.61804	20.53993	21.50519	20.07457	20.49416	21.32647	19.93693	20.42472	19.3663	18.9064	19.20637	19.23962	20.02465	19.2785	19.83657
alpha_rarefaction_16002_7.txt	16002	7	18.20225	21.09402	21.7067	20.99138	22.02937	20.41363	21.82206	19.66492	21.17348	21.03193	20.05197	20.22084	20.6292	21.98084	20.41357	20.8222	19.57516	17.78096	20.36857	21.85787	20.30781	20.22818	21.22141	19.51288	20.44257	19.98712	19.28952	19.3783	19.28108	20.61435	19.87234	19.07059
alpha_rarefaction_16002_8.txt	16002	8	18.74598	20.6104	21.12424	20.8007	21.61289	20.34775	21.67178	20.99044	21.21512	21.42689	20.61668	20.16788	21.05798	21.54466	20.05417	20.90807	19.86716	17.64592	20.20868	22.04443	20.30911	20.77149	21.35825	19.15254	20.323	20.08809	19.56824	19.19217	19.28646	20.82706	19.387	19.66555
alpha_rarefaction_16002_9.txt	16002	9	18.34741	20.99431	21.7979	20.87012	22.06124	21.04358	21.48954	20.74486	21.14186	21.25135	19.43591	20.19653	21.02954	21.45134	20.05897	20.12365	19.87309	17.72639	20.50008	21.48054	19.82473	20.37492	21.53814	19.48957	20.42163	19.8385	19.39372	18.86327	19.32186	20.10344	19.53353	19.34276
alpha_rarefaction_18001_0.txt	18001	0	18.46212	21.06499	22.30937	21.65314	22.19898	21.41476	21.96966	21.54083	22.12573	22.08369	19.68657	19.95767	20.81013	21.5904	21.48618	21.02756	20.26306	18.15644	20.48972	21.62351	20.17284	20.89105	21.39944	18.88408	20.6547	19.71159	19.42937	19.4519	19.42315	21.3873	19.55237	19.84893
alpha_rarefaction_18001_1.txt	18001	1	18.37949	21.38049	22.34248	21.22774	22.58234	21.04322	21.69228	20.35991	21.77644	21.39128	20.34869	20.98331	21.21147	22.08912	20.77066	20.39263	19.79151	18.17077	20.53152	21.36152	20.51989	20.27954	21.43772	19.13856	20.63028	19.93124	19.1697	19.20685	19.13725	21.07842	19.33071	19.1722
alpha_rarefaction_18001_2.txt	18001	2	18.74715	21.0855	22.36436	21.05193	22.28954	20.84935	21.70278	20.9696	22.25477	21.71289	20.08111	20.65917	21.17639	20.96458	21.0528	20.73846	19.79263	18.18892	20.44373	22.16011	20.0021	20.76763	21.6743	20.2864	20.62572	20.82445	19.38094	19.63629	19.43774	21.09697	19.75109	19.16852
alpha_rarefaction_18001_3.txt	18001	3	18.54142	20.70997	22.12417	21.31212	21.74795	20.93034	21.84697	20.55835	21.9773	21.94339	20.67495	20.64236	20.65436	21.20991	20.76553	20.89659	19.83416	18.26499	20.49791	22.3449	20.37538	20.86625	21.47084	19.42296	20.80957	19.89513	19.59249	19.417	19.43571	20.88606	19.5318	19.62461
alpha_rarefaction_18001_4.txt	18001	4	18.71731	21.19429	22.35176	21.31767	22.68607	21.37908	21.68687	20.98002	21.86777	21.74927	20.70979	20.33394	21.51551	21.23227	20.95259	20.37707	20.08091	18.50973	20.29487	21.84196	20.45459	21.24854	21.26459	19.52419	20.49026	20.7832	19.80696	19.33298	19.45273	21.23487	19.4874	19.48167
alpha_rarefaction_18001_5.txt	18001	5	18.99517	20.90763	22.18649	21.09159	23.21602	20.58325	22.59168	21.50504	21.41161	22.21365	20.76371	20.91057	21.10285	22.04683	21.62444	20.23902	19.64639	18.01679	20.37501	21.48055	20.39453	20.80461	21.23174	19.45768	20.53039	20.64871	19.396	19.42702	19.36626	21.27712	19.58617	20.07453
alpha_rarefaction_18001_6.txt	18001	6	18.45067	21.4489	22.65285	20.36361	21.69282	21.34972	22.34027	21.61846	21.92475	21.81748	20.65307	21.1005	22.01271	21.47775	20.52469	20.12522	19.64216	17.42238	20.43535	21.62263	20.25822	20.59573	21.30022	19.2802	20.97843	19.931	19.76336	19.67132	19.35639	21.17602	19.72807	19.82629
alpha_rarefaction_18001_7.txt	18001	7	18.72001	21.02135	21.80114	20.68564	22.64728	21.27981	22.01061	20.66194	21.79244	21.19242	20.27647	19.7663	21.13014	22.60221	21.28919	21.12077	19.46428	18.32294	20.39925	21.6141	20.44036	20.85708	21.55847	19.59139	20.95773	21.04456	19.40093	19.51244	19.39251	21.52703	19.80569	19.48349
alpha_rarefaction_18001_8.txt	18001	8	18.80076	21.5569	22.00883	21.6039	21.96841	21.36565	21.79213	20.99539	21.53948	21.85818	20.21362	20.31722	21.11123	22.31447	20.50255	21.12352	20.16341	18.23973	20.68262	21.35387	20.34351	20.39274	21.27917	20.18779	20.85762	20.0166	19.11582	19.32385	19.45036	21.34441	19.75014	19.67424
alpha_rarefaction_18001_9.txt	18001	9	18.13249	21.27981	21.87011	21.14978	22.46841	21.43848	21.58198	21.80982	22.12956	21.99766	20.29404	20.26508	20.32672	22.53234	20.49369	21.21995	20.0031	17.9321	20.72777	22.2109	20.48636	20.90983	21.63318	19.89004	20.72232	20.41155	19.23558	19.34812	19.43099	22.01376	19.60474	19.97255
alpha_rarefaction_20000_0.txt	20000	0	18.75336	22.0411	22.3977	21.58672	23.16973	21.23898	22.78194	21.64946	22.54319	21.77769	20.43229	21.07757	21.40183	21.64364	21.03077	20.78604	19.92144	18.92918	20.60478	22.38545	20.31121	20.74863	21.53824	19.59057	21.05804	19.95398	19.72906	19.74672	19.45554	21.29942	19.74202	20.00022
alpha_rarefaction_20000_1.txt	20000	1	18.1752	22.05064	22.64662	21.1507	22.40267	21.10589	22.81372	21.67402	21.56758	21.99332	20.25631	19.94436	21.32001	22.55892	21.42684	21.40331	19.86741	18.6163	20.82895	22.09771	20.46759	21.13242	21.75503	19.81478	20.74647	20.1467	19.66612	19.47688	19.47254	22.02386	19.67633	20.11976
alpha_rarefaction_20000_2.txt	20000	2	19.06858	21.34194	22.31554	21.74526	22.26643	21.34084	21.69878	22.41726	21.97691	21.99801	20.52627	20.45983	21.3949	21.68709	20.94518	21.17213	20.0292	18.44731	20.52199	21.97518	20.48662	21.21433	21.77762	19.78448	20.57973	19.89734	19.47235	19.29729	19.47254	21.24271	19.71515	19.69465
alpha_rarefaction_20000_3.txt	20000	3	18.8177	21.71575	22.14874	22.16631	22.38039	21.56001	22.4925	21.45872	21.99647	21.75548	20.46783	19.67878	21.84231	21.88688	20.92056	21.30159	20.42256	17.57863	20.94423	21.91723	20.44614	20.77775	21.4506	19.77191	20.86607	20.67259	19.97762	20.22876	19.47254	21.41651	19.84666	19.58673
alpha_rarefaction_20000_4.txt	20000	4	18.87445	21.19571	22.37204	21.61886	23.05071	21.18603	22.39614	21.3749	22.01864	21.50273	20.48085	20.36723	21.68848	22.9573	21.04796	21.47561	19.98926	18.03886	20.61986	21.90074	20.45322	21.26741	21.97762	19.28403	20.62504	20.99409	19.42246	19.60325	19.47254	21.52214	19.21692	19.33949
alpha_rarefaction_20000_5.txt	20000	5	19.13355	20.99118	22.18579	21.72942	22.91129	20.61577	21.87681	21.44335	21.86057	21.93414	20.92789	20.7386	21.58751	21.92744	20.58766	21.39112	20.00166	17.35301	20.81982	22.44088	20.57151	20.60629	21.84649	19.55852	21.01636	20.74197	19.55937	19.50261	19.45554	21.61504	19.9072	19.97685
alpha_rarefaction_20000_6.txt	20000	6	19.03547	21.40504	22.68134	21.886	22.47776	20.85793	22.37042	21.2373	21.1845	21.6821	20.84028	20.66738	20.89602	22.20835	21.16145	21.35753	20.41846	18.66901	20.98526	22.12164	20.54804	21.10508	21.62104	19.01209	21.05662	20.59581	19.92012	20.44597	19.47254	21.21104	19.89544	19.99631
alpha_rarefaction_20000_7.txt	20000	7	18.67925	21.72593	22.0892	21.73892	22.73326	20.90827	21.49444	21.81542	21.9459	22.22966	21.38546	20.52917	21.62364	22.69941	20.99843	21.56806	20.09515	18.69311	20.45654	22.3462	20.50596	21.17989	21.52869	19.74292	21.22685	20.51682	19.55012	19.98848	19.47254	21.29723	19.85064	19.96903
alpha_rarefaction_20000_8.txt	20000	8	17.99049	21.51928	22.18833	21.659	22.25233	21.08308	21.80444	21.4256	22.24125	21.67984	20.68377	21.00233	22.17688	22.11726	21.45679	21.49438	20.04381	18.47016	20.52108	22.76708	20.57033	20.87713	21.78604	19.04012	20.55332	20.64071	19.64537	19.78802	19.43571	21.06332	19.63202	19.95585
alpha_rarefaction_20000_9.txt	20000	9	18.60448	21.67393	22.7189	21.89893	22.89996	21.2069	21.8777	21.7902	21.82559	21.60177	20.56776	20.19595	21.68271	22.48383	21.47269	21.53485	20.34397	18.25428	20.91278	22.27827	20.5981	21.15281	22.112	20.61896	21.10252	20.61957	19.37671	19.51182	19.47254	21.33379	19.747	19.73927
